promptID,pairID,premise,premise_binary_parse,premise_parse,hypothesis,hypothesis_binary_parse,hypothesis_parse,genre,label
122605,122605n,i think then that's a step away from even duty i don't think they even have a sense of the responsibility,( i ( ( think then ) ( that ( 's ( ( ( a step ) away ) ( from ( ( even duty ) ( i ( ( do n't ) ( think ( they ( even ( have ( ( a sense ) ( of ( the responsibility ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (S (NP (FW i)) (VP (VBP think) (ADVP (RB then)) (SBAR (IN that) (S (VP (VBZ 's) (PP (ADVP (NP (DT a) (NN step)) (RB away)) (IN from) (NP (NP (RB even) (NN duty)) (SBAR (S (NP (FW i)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP they)) (ADVP (RB even)) (VP (VBP have) (NP (NP (DT a) (NN sense)) (PP (IN of) (NP (DT the) (NN responsibility))))))))))))))))))),I don't think they feel responsible for keeping others safe. ,( I ( ( ( do n't ) ( think ( they ( feel ( responsible ( for ( keeping ( others safe ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (S (NP (PRP they)) (VP (VB feel) (ADJP (JJ responsible) (PP (IN for) (S (VP (VBG keeping) (S (NP (NNS others)) (ADJP (JJ safe))))))))))) (. .))),telephone,1
140963,140963n,"It was a smaller room than the one downstairs, and there was something peculiarly airless about the atmosphere of it.","( ( ( ( ( It ( was ( ( a ( smaller room ) ) ( than ( the ( one downstairs ) ) ) ) ) ) , ) and ) ( there ( was ( ( something ( peculiarly airless ) ) ( about ( ( the atmosphere ) ( of it ) ) ) ) ) ) ) . )","(ROOT (S (S (NP (PRP It)) (VP (VBD was) (NP (NP (DT a) (JJR smaller) (NN room)) (PP (IN than) (NP (DT the) (CD one) (NNS downstairs)))))) (, ,) (CC and) (S (NP (EX there)) (VP (VBD was) (NP (NP (NN something) (NN peculiarly) (NNS airless)) (PP (IN about) (NP (NP (DT the) (NN atmosphere)) (PP (IN of) (NP (PRP it)))))))) (. .)))",The room had a stifling atmosphere with a boarded up window.,( ( The room ) ( ( had ( ( a ( stifling atmosphere ) ) ( with ( a ( ( boarded up ) window ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN room)) (VP (VBD had) (NP (NP (DT a) (JJ stifling) (NN atmosphere)) (PP (IN with) (NP (DT a) (ADJP (JJ boarded) (PRT (RP up))) (NN window))))) (. .))),fiction,1
45276,45276n,"A delightful series of dioramas then introduce Peter Rabbit, Mrs. Tiggi-Winkle, and Squirrel Nutkin, among others, set in scenes taken from Potter's books.","( ( ( A ( delightful series ) ) ( of dioramas ) ) ( then ( ( ( ( introduce ( ( ( ( ( ( Peter Rabbit ) , ) ( Mrs. Tiggi-Winkle ) ) , ) and ) ( Squirrel Nutkin ) ) ) , ) ( among ( ( others , ) ( set ( in ( scenes ( taken ( from ( ( Potter 's ) books ) ) ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (DT A) (JJ delightful) (NN series)) (PP (IN of) (NP (NNS dioramas)))) (RB then) (VP (VB introduce) (NP (NP (NNP Peter) (NNP Rabbit)) (, ,) (NP (NNP Mrs.) (NNP Tiggi-Winkle)) (, ,) (CC and) (NP (NNP Squirrel) (NNP Nutkin))) (, ,) (PP (IN among) (NP (NP (NNS others)) (, ,) (VP (VBN set) (PP (IN in) (NP (NP (NNS scenes)) (VP (VBN taken) (PP (IN from) (NP (NP (NNP Potter) (POS 's)) (NNS books)))))))))) (. .)))",Potter's Peter Rabbit is a popular childhood character.,( ( ( Potter 's ) ( Peter Rabbit ) ) ( ( is ( a ( popular ( childhood character ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Potter) (POS 's)) (NNP Peter) (NNP Rabbit)) (VP (VBZ is) (NP (DT a) (JJ popular) (NN childhood) (NN character))) (. .))),travel,1
117497,117497n,"He held out a hand to the salamander, petted it to a gentle glow and put it back over Dave's chest.","( He ( ( ( ( ( ( ( ( held out ) ( a hand ) ) ( to ( the salamander ) ) ) , ) ( ( petted it ) ( to ( a ( gentle glow ) ) ) ) ) and ) ( ( ( put it ) back ) ( over ( ( Dave 's ) chest ) ) ) ) . ) )","(ROOT (S (NP (PRP He)) (VP (VP (VBD held) (PRT (RP out)) (NP (DT a) (NN hand)) (PP (TO to) (NP (DT the) (NN salamander)))) (, ,) (VP (VBD petted) (NP (PRP it)) (PP (TO to) (NP (DT a) (ADJP (JJ gentle) (NN glow))))) (CC and) (VP (VBD put) (NP (PRP it)) (PRT (RP back)) (PP (IN over) (NP (NP (NNP Dave) (POS 's)) (NN chest))))) (. .)))",The salamander was receptive to his friendly gestures. ,( ( The salamander ) ( ( was ( receptive ( to ( his ( friendly gestures ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN salamander)) (VP (VBD was) (ADJP (JJ receptive) (PP (TO to) (NP (PRP$ his) (JJ friendly) (NNS gestures))))) (. .))),fiction,1
52785,52785e,um-hum yeah it takes a lot of concentration i mean it was the type of thing i was i was making some little things for Christmas and i also made a little thing for a baby gift and uh i thought oh i can do this while i watch TV wrong,( um-hum ( yeah ( it ( takes ( ( ( a lot ) ( of concentration ) ) ( ( ( i ( mean ( it ( was ( ( ( the type ) ( of thing ) ) ( ( ( i ( was ( i ( was ( making ( ( some ( little things ) ) ( for Christmas ) ) ) ) ) ) ) and ) ( i ( also ( ( made ( a ( little thing ) ) ) ( for ( a ( baby gift ) ) ) ) ) ) ) ) ) ) ) ) and ) ( uh ( i ( thought ( oh ( i ( can ( ( do this ) ( while ( i ( watch ( TV wrong ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (S (NP (NN um-hum)) (VP (VBP yeah) (SBAR (S (NP (PRP it)) (VP (VBZ takes) (SBAR (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN concentration)))) (S (NP (FW i)) (VP (VBP mean) (SBAR (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT the) (NN type)) (PP (IN of) (NP (NN thing))) (SBAR (S (S (NP (FW i)) (VP (VBD was) (NP (NP (FW i)) (SBAR (S (VP (VBD was) (VP (VBG making) (NP (NP (DT some) (JJ little) (NNS things)) (PP (IN for) (NP (NNP Christmas))))))))))) (CC and) (S (NP (FW i)) (ADVP (RB also)) (VP (VBD made) (NP (DT a) (JJ little) (NN thing)) (PP (IN for) (NP (DT a) (NN baby) (NN gift))))))))))))) (CC and) (S (INTJ (UH uh)) (NP (FW i)) (VP (VBD thought) (SBAR (S (INTJ (UH oh)) (NP (FW i)) (VP (MD can) (VP (VB do) (NP (DT this)) (SBAR (IN while) (S (NP (FW i)) (VP (VBP watch) (S (NP (NNP TV)) (ADJP (JJ wrong)))))))))))))))))))),I was making some things for gifts.,( I ( ( was ( making ( ( some things ) ( for gifts ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBD was) (VP (VBG making) (NP (NP (DT some) (NNS things)) (PP (IN for) (NP (NNS gifts)))))) (. .))),telephone,0
117709,117709n,"Its principal scandal reporter, Ambrose Evans-Pritchard, has published lots of stories on the suicide.","( ( ( ( ( Its ( principal ( scandal reporter ) ) ) , ) ( Ambrose Evans-Pritchard ) ) , ) ( ( has ( ( published ( lots ( of stories ) ) ) ( on ( the suicide ) ) ) ) . ) )","(ROOT (S (NP (NP (PRP$ Its) (JJ principal) (NN scandal) (NN reporter)) (, ,) (NP (NNP Ambrose) (NNP Evans-Pritchard)) (, ,)) (VP (VBZ has) (VP (VBN published) (NP (NP (NNS lots)) (PP (IN of) (NP (NNS stories)))) (PP (IN on) (NP (DT the) (NN suicide))))) (. .)))",The suicide being covered was caused by a self-inflicted gunshot wound to the head.,( ( ( The suicide ) ( being covered ) ) ( ( was ( ( caused ( by ( a ( self-inflicted ( gunshot wound ) ) ) ) ) ( to ( the head ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN suicide)) (VP (VBG being) (VP (VBN covered)))) (VP (VBD was) (VP (VBN caused) (PP (IN by) (NP (DT a) (JJ self-inflicted) (NN gunshot) (NN wound))) (PP (TO to) (NP (DT the) (NN head))))) (. .))),slate,1
18610,18610n,"I never like to leave Canada, because I'm disappointed every time.","( I ( never ( ( like ( to ( leave ( ( Canada , ) ( because ( I ( 'm ( disappointed ( every time ) ) ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (PRP I)) (ADVP (RB never)) (VP (VBP like) (S (VP (TO to) (VP (VB leave) (NP (NP (NNP Canada)) (, ,) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBN disappointed) (NP (DT every) (NN time))))))))))) (. .)))",There is no way I will ever travel outside of Canada again since it is disappointing.,( There ( ( is ( ( no way ) ( I ( ( will ever ) ( ( travel ( outside ( ( of Canada ) again ) ) ) ( since ( it ( is disappointing ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT no) (NN way)) (SBAR (S (NP (PRP I)) (VP (MD will) (ADVP (RB ever)) (VP (VB travel) (ADVP (IN outside) (PP (IN of) (NP (NNP Canada)) (ADVP (RB again)))) (SBAR (IN since) (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ disappointing))))))))))) (. .))),slate,1
72849,72849c,"Jon ran behind a building not yet aflame, the house where Susan had stayed a few days earlier, and prayed to any god who might be listening that they would not find any enemies behind it.","( Jon ( ( ( ran ( behind ( ( ( ( a building ) not ) yet ) ( ( aflame , ) ( the house ) ) ) ) ) ( where ( Susan ( had ( ( ( ( stayed ( ( a ( few days ) ) earlier ) ) , ) and ) ( prayed ( to ( ( any god ) ( who ( might ( be ( listening ( that ( they ( ( would not ) ( ( find ( any enemies ) ) ( behind it ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NNP Jon)) (VP (VBD ran) (PP (IN behind) (NP (NP (DT a) (NN building)) (RB not) (RB yet) (NP (NP (NN aflame)) (, ,) (NP (DT the) (NN house))))) (SBAR (WHADVP (WRB where)) (S (NP (NNP Susan)) (VP (VBD had) (VP (VP (VBN stayed) (ADVP (NP (DT a) (JJ few) (NNS days)) (RBR earlier))) (, ,) (CC and) (VP (VBN prayed) (PP (TO to) (NP (NP (DT any) (NN god)) (SBAR (WHNP (WP who)) (S (VP (MD might) (VP (VB be) (VP (VBG listening) (SBAR (IN that) (S (NP (PRP they)) (VP (MD would) (RB not) (VP (VB find) (NP (DT any) (NNS enemies)) (PP (IN behind) (NP (PRP it)))))))))))))))))))) (. .)))",Every building was on fire.,( ( Every building ) ( ( was ( on fire ) ) . ) ),(ROOT (S (NP (DT Every) (NN building)) (VP (VBD was) (PP (IN on) (NP (NN fire)))) (. .))),fiction,2
38651,38651c,"In her soft grey frock, with white ruffles at the wrists falling over her slender hands, she looked very beautiful. ","( ( In ( her ( soft ( grey frock ) ) ) ) ( , ( ( with ( ( ( white ruffles ) ( at ( the wrists ) ) ) ( ( falling over ) ( her ( slender hands ) ) ) ) ) ( , ( she ( ( looked ( very beautiful ) ) . ) ) ) ) ) )","(ROOT (S (PP (IN In) (NP (PRP$ her) (JJ soft) (JJ grey) (NN frock))) (, ,) (PP (IN with) (S (NP (NP (JJ white) (NNS ruffles)) (PP (IN at) (NP (DT the) (NNS wrists)))) (VP (VBG falling) (PRT (RP over)) (NP (PRP$ her) (NN slender) (NNS hands))))) (, ,) (NP (PRP she)) (VP (VBD looked) (ADJP (RB very) (JJ beautiful))) (. .)))",She looked hideous in her frumpy gown.,( She ( ( ( looked hideous ) ( in ( her ( frumpy gown ) ) ) ) . ) ),(ROOT (S (NP (PRP She)) (VP (VBD looked) (ADJP (JJ hideous)) (PP (IN in) (NP (PRP$ her) (JJ frumpy) (NN gown)))) (. .))),fiction,2
18137,18137e,and uh i have a few health food stores that i send it to i can buy the cookies in a larger quantity than they can so i can get a deal from the uh from the main from the supplier,( and ( ( uh i ) ( ( have ( ( a ( few health ) ) ( ( ( food stores ) ( that ( i ( ( send it ) ( to i ) ) ) ) ) ( can ( ( ( buy ( the cookies ) ) ( in ( a ( larger quantity ) ) ) ) ( than ( they can ) ) ) ) ) ) ) ( so ( i ( can ( ( ( get ( a deal ) ) ( from ( ( the uh ) ( from ( the main ) ) ) ) ) ( from ( the supplier ) ) ) ) ) ) ) ) ),(ROOT (FRAG (CC and) (NP (NP (FW uh) (FW i)) (SBAR (S (VP (VBP have) (NP (NP (DT a) (JJ few) (NN health)) (SBAR (S (NP (NP (NN food) (NNS stores)) (SBAR (IN that) (S (NP (FW i)) (VP (VB send) (NP (PRP it)) (PP (TO to) (NP (FW i))))))) (VP (MD can) (VP (VB buy) (NP (DT the) (NNS cookies)) (PP (IN in) (NP (DT a) (JJR larger) (NN quantity))) (SBAR (IN than) (S (NP (PRP they)) (VP (MD can))))))))) (SBAR (IN so) (S (NP (FW i)) (VP (MD can) (VP (VB get) (NP (DT a) (NN deal)) (PP (IN from) (NP (NP (DT the) (NN uh)) (PP (IN from) (NP (DT the) (JJ main))))) (PP (IN from) (NP (DT the) (NN supplier))))))))))))),There are a few health food stores that can buy the cookies in bulk for a better deal.,( There ( ( are ( ( a ( few ( health ( food stores ) ) ) ) ( that ( can ( ( buy ( the cookies ) ) ( in ( bulk ( for ( a ( better deal ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (DT a) (JJ few) (NN health) (NN food) (NNS stores)) (SBAR (WHNP (WDT that)) (S (VP (MD can) (VP (VB buy) (NP (DT the) (NNS cookies)) (PP (IN in) (NP (NP (NN bulk)) (PP (IN for) (NP (DT a) (JJR better) (NN deal))))))))))) (. .))),telephone,0
5924,5924c,"At the sight of Tommy, Julius's eyes seemed as though they would pop out of his head.","( ( At ( ( the sight ) ( of Tommy ) ) ) ( , ( ( ( Julius 's ) eyes ) ( ( seemed ( as ( though ( they ( would ( ( pop out ) ( of ( his head ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN At) (NP (NP (DT the) (NN sight)) (PP (IN of) (NP (NNP Tommy))))) (, ,) (NP (NP (NNP Julius) (POS 's)) (NNS eyes)) (VP (VBD seemed) (SBAR (RB as) (IN though) (S (NP (PRP they)) (VP (MD would) (VP (VB pop) (PRT (RP out)) (PP (IN of) (NP (PRP$ his) (NN head)))))))) (. .)))",Julius turned and walked away as soon as he saw Tommy walk through the door.,( Julius ( ( ( turned and ) ( ( ( walked away ) ( as soon ) ) ( as ( he ( saw ( Tommy ( walk ( through ( the door ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Julius)) (VP (VP (VBD turned)) (CC and) (VP (VBD walked) (PRT (RP away)) (ADVP (RB as) (RB soon)) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD saw) (SBAR (S (NP (NNP Tommy)) (VP (VBP walk) (PP (IN through) (NP (DT the) (NN door))))))))))) (. .))),fiction,2
113189,113189c,"Seemed that whoever the killer was, she'd let him into her home voluntarily.","( ( Seemed ( that ( ( whoever ( ( the killer ) was ) ) ( , ( she ( 'd ( ( ( let him ) ( into ( her home ) ) ) voluntarily ) ) ) ) ) ) ) . )","(ROOT (S (VP (VB Seemed) (SBAR (IN that) (S (SBAR (WHNP (WP whoever)) (S (NP (DT the) (NN killer)) (VP (VBD was)))) (, ,) (NP (PRP she)) (VP (MD 'd) (VP (VB let) (NP (PRP him)) (PP (IN into) (NP (PRP$ her) (NN home))) (ADVP (RB voluntarily))))))) (. .)))",The killer broke a window in order to enter the home.,( ( The killer ) ( ( ( broke ( a window ) ) ( ( in order ) ( to ( enter ( the home ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN killer)) (VP (VBD broke) (NP (DT a) (NN window)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB enter) (NP (DT the) (NN home))))))) (. .))),fiction,2
97291,97291c,and even the painter couldn't give me a good estimate he said well i'll be done this afternoon you know,( and ( ( even ( the painter ) ) ( ( could n't ) ( ( give me ) ( ( a ( good estimate ) ) ( he ( ( said well ) ( i ( 'll ( be ( done ( ( this afternoon ) ( you know ) ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (FRAG (CC and) (NP (NP (RB even) (DT the) (NN painter)) (SBAR (S (VP (MD could) (RB n't) (VP (VB give) (NP (PRP me)) (NP (NP (DT a) (JJ good) (NN estimate)) (SBAR (S (NP (PRP he)) (VP (VBD said) (ADVP (RB well)) (SBAR (S (NP (FW i)) (VP (MD 'll) (VP (VB be) (VP (VBN done) (NP (NP (DT this) (NN afternoon)) (SBAR (S (NP (PRP you)) (VP (VBP know))))))))))))))))))))),The painter told me exactly when they were going to finish.,( ( The painter ) ( ( ( told me ) ( ( exactly when ) ( they ( were ( going ( to finish ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN painter)) (VP (VBD told) (NP (PRP me)) (SBAR (WHADVP (RB exactly) (WRB when)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG going) (S (VP (TO to) (VP (VB finish))))))))) (. .))),telephone,2
131447,131447e,There's a pile of money called the Social Security Trust Fund.,( There ( ( 's ( ( a pile ) ( of ( money ( called ( the ( Social ( Security ( Trust Fund ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ 's) (NP (NP (DT a) (NN pile)) (PP (IN of) (NP (NP (NN money)) (VP (VBN called) (NP (DT the) (NNP Social) (NNP Security) (NNP Trust) (NNP Fund))))))) (. .))),The Social Security Trust Fund is made up of money. ,( ( The ( Social ( Security ( Trust Fund ) ) ) ) ( ( is ( ( made up ) ( of money ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP Social) (NNP Security) (NNP Trust) (NNP Fund)) (VP (VBZ is) (VP (VBN made) (PRT (RP up)) (PP (IN of) (NP (NN money))))) (. .))),slate,0
21726,21726e,"Dave Hanson, to whom nothing is impossible, he said.","( ( ( ( ( Dave Hanson ) , ) ( ( to whom ) ( nothing ( is impossible ) ) ) ) , ) ( he ( said . ) ) )","(ROOT (S (NP (NP (NNP Dave) (NNP Hanson)) (, ,) (SBAR (WHPP (TO to) (WHNP (WP whom))) (S (NP (NN nothing)) (VP (VBZ is) (ADJP (JJ impossible))))) (, ,)) (NP (PRP he)) (VP (VBD said)) (. .)))",He said Dave Hanson.,( He ( ( said ( Dave Hanson ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD said) (NP (NNP Dave) (NNP Hanson))) (. .))),fiction,0
107600,107600n,"If Moynihan has anything to do with it, Al Gore will not get Bill Clinton's.","( ( If ( Moynihan ( has ( anything ( to ( do ( with it ) ) ) ) ) ) ) ( , ( ( Al Gore ) ( ( ( will not ) ( get ( Bill ( Clinton 's ) ) ) ) . ) ) ) )","(ROOT (S (SBAR (IN If) (S (NP (NNP Moynihan)) (VP (VBZ has) (NP (NN anything) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP it)))))))))) (, ,) (NP (NNP Al) (NNP Gore)) (VP (MD will) (RB not) (VP (VB get) (NP (NNP Bill) (NNP Clinton) (POS 's)))) (. .)))",Moynihan most likely has nothing to do with it.,( ( Moynihan ( most likely ) ) ( ( has ( nothing ( to ( do ( with it ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Moynihan)) (ADJP (RBS most) (JJ likely))) (VP (VBZ has) (NP (NN nothing) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP it)))))))) (. .))),slate,1
31280,31280c,"Still, Miyajima manages to be both solemn and lively.","( Still ( , ( Miyajima ( ( manages ( to ( be ( both ( ( solemn and ) lively ) ) ) ) ) . ) ) ) )","(ROOT (S (ADVP (RB Still)) (, ,) (NP (NNP Miyajima)) (VP (VBZ manages) (S (VP (TO to) (VP (VB be) (ADJP (DT both) (JJ solemn) (CC and) (JJ lively)))))) (. .)))",There is no feeling of somberness at Myajima.,( There ( ( is ( ( no feeling ) ( of ( somberness ( at Myajima ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT no) (NN feeling)) (PP (IN of) (NP (NP (NNS somberness)) (PP (IN at) (NP (NNP Myajima))))))) (. .))),travel,2
23244,23244e,expressed about the methodology and results of the procedures to determine the federal pay gap.,( ( ( expressed ( about ( ( the ( ( methodology and ) results ) ) ( of ( the procedures ) ) ) ) ) ( to ( determine ( the ( federal ( pay gap ) ) ) ) ) ) . ),(ROOT (S (VP (VBN expressed) (PP (IN about) (NP (NP (DT the) (NN methodology) (CC and) (NNS results)) (PP (IN of) (NP (DT the) (NNS procedures))))) (S (VP (TO to) (VP (VB determine) (NP (DT the) (JJ federal) (NN pay) (NN gap)))))) (. .))),The methodology and results were used to determine the federal pay gap.,( ( ( ( The methodology ) and ) results ) ( ( were ( used ( to ( determine ( the ( federal ( pay gap ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN methodology)) (CC and) (NP (NNS results))) (VP (VBD were) (VP (VBN used) (S (VP (TO to) (VP (VB determine) (NP (DT the) (JJ federal) (NN pay) (NN gap))))))) (. .))),government,0
72441,72441e,"Old salts may want to skipper their charter craft acroseopen sea to the smaller Dutch islands of Sint Eustatius or Saba, or to French Saint-Barthelemy.","( ( Old salts ) ( ( may ( want ( to ( ( skipper ( their ( charter ( craft ( acroseopen sea ) ) ) ) ) ( ( ( ( to ( ( the ( smaller ( Dutch islands ) ) ) ( of ( Sint ( ( Eustatius or ) Saba ) ) ) ) ) , ) or ) ( to ( French Saint-Barthelemy ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (JJ Old) (NNS salts)) (VP (MD may) (VP (VB want) (S (VP (TO to) (VP (VB skipper) (NP (PRP$ their) (NN charter) (NN craft) (NN acroseopen) (NN sea)) (PP (PP (TO to) (NP (NP (DT the) (JJR smaller) (JJ Dutch) (NNS islands)) (PP (IN of) (NP (NNP Sint) (NNP Eustatius) (CC or) (NNP Saba))))) (, ,) (CC or) (PP (TO to) (NP (NNP French) (NNP Saint-Barthelemy))))))))) (. .)))",If you are looking for a different options you can take your charter ship to one of the less popular islands nearby.,( ( If ( you ( are ( looking ( for ( a ( different options ) ) ) ) ) ) ) ( you ( ( can ( ( ( take ( your ( charter ship ) ) ) ( to ( one ( of ( the ( ( less popular ) islands ) ) ) ) ) ) nearby ) ) . ) ) ),(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP are) (VP (VBG looking) (PP (IN for) (NP (DT a) (JJ different) (NNS options))))))) (NP (PRP you)) (VP (MD can) (VP (VB take) (NP (PRP$ your) (NN charter) (NN ship)) (PP (TO to) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (ADJP (RBR less) (JJ popular)) (NNS islands))))) (ADVP (RB nearby)))) (. .))),travel,0
120865,120865e,"Tomb 57, that of Khaemhat, was decorated with statues of himself and his family very rare for tombs of his class.","( ( ( ( ( Tomb 57 ) , ) ( that ( of Khaemhat ) ) ) , ) ( ( was ( ( decorated ( with ( ( ( statues ( of himself ) ) and ) ( ( his family ) ( very rare ) ) ) ) ) ( for ( tombs ( of ( his class ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (NNP Tomb) (CD 57)) (, ,) (NP (NP (DT that)) (PP (IN of) (NP (NNP Khaemhat)))) (, ,)) (VP (VBD was) (VP (VBN decorated) (PP (IN with) (NP (NP (NP (NNS statues)) (PP (IN of) (NP (PRP himself)))) (CC and) (NP (NP (PRP$ his) (NN family)) (ADJP (RB very) (JJ rare))))) (PP (IN for) (NP (NP (NNS tombs)) (PP (IN of) (NP (PRP$ his) (NN class))))))) (. .)))",The tomb was decorated with statues.,( ( The tomb ) ( ( was ( decorated ( with statues ) ) ) . ) ),(ROOT (S (NP (DT The) (NN tomb)) (VP (VBD was) (VP (VBN decorated) (PP (IN with) (NP (NNS statues))))) (. .))),travel,0
94231,94231e,"Chambers developed increasing reservations in his later years about the direction the American right was taking, distancing himself first from Joe McCarthy, then from Richard Nixon, and even from William Buckley Jr.'s National Review . But Chambers' importance lies, finally, not in his politics but in his romantic penchant for the extremes of the psychic and political undergrounds.","( Chambers ( ( ( ( ( ( ( developed ( increasing reservations ) ) ( in ( ( his ( later years ) ) ( about ( ( the direction ) ( ( ( ( the ( American right ) ) ( was ( ( taking , ) ( ( ( ( distancing himself ) ( first ( ( ( ( from ( Joe McCarthy ) ) , ) then ) ( from ( Richard Nixon ) ) ) ) ) ( , ( and ( even ( from William ) ) ) ) ) ( ( ( Buckley ( Jr. 's ) ) ( National Review ) ) . ) ) ) ) ) But ) ( ( ( Chambers ' ) importance ) lies ) ) ) ) ) ) ) , ) finally ) , ) ( not ( ( ( in ( his politics ) ) but ) ( in ( ( his ( romantic penchant ) ) ( for ( ( the extremes ) ( of ( the ( psychic ( and ( political undergrounds ) ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NNP Chambers)) (VP (VBD developed) (NP (VBG increasing) (NNS reservations)) (PP (IN in) (NP (NP (PRP$ his) (JJ later) (NNS years)) (PP (IN about) (NP (NP (DT the) (NN direction)) (SBAR (S (S (NP (DT the) (JJ American) (NN right)) (VP (VBD was) (VP (VP (VBG taking)) (, ,) (VP (VBG distancing) (NP (PRP himself)) (PP (RB first) (PP (IN from) (NP (NNP Joe) (NNP McCarthy))) (, ,) (ADVP (RB then)) (PP (IN from) (NP (NNP Richard) (NNP Nixon)))) (PRN (, ,) (CC and) (RB even) (PP (IN from) (NP (NNP William)))) (FRAG (NP (NP (NNP Buckley) (NNP Jr.) (POS 's)) (NNP National) (NNP Review)) (. .)))))) (CC But) (S (NP (NP (NNP Chambers) (POS ')) (NN importance)) (VP (VBZ lies))))))))) (, ,) (ADVP (RB finally)) (, ,) (PP (RB not) (PP (IN in) (NP (PRP$ his) (NNS politics))) (CC but) (PP (IN in) (NP (NP (PRP$ his) (JJ romantic) (NN penchant)) (PP (IN for) (NP (NP (DT the) (NNS extremes)) (PP (IN of) (NP (DT the) (JJ psychic) (CC and) (JJ political) (NNS undergrounds))))))))) (. .)))",Chambers built a wall between himself and McCarthy and Nixon.,( Chambers ( ( built ( ( a wall ) ( between ( ( himself and ) ( ( McCarthy and ) Nixon ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Chambers)) (VP (VBD built) (NP (NP (DT a) (NN wall)) (PP (IN between) (NP (NP (PRP himself)) (CC and) (NP (NNP McCarthy) (CC and) (NNP Nixon)))))) (. .))),slate,0
133838,133838e,Thank you. Tuppence felt a terrific rise in her spirits.,( ( Thank you ) ( . ( Tuppence ( ( ( felt ( a ( terrific rise ) ) ) ( in ( her spirits ) ) ) . ) ) ) ),(ROOT (S (S (VP (VB Thank) (NP (PRP you)))) (. .) (NP (NNP Tuppence)) (VP (VBD felt) (NP (DT a) (JJ terrific) (NN rise)) (PP (IN in) (NP (PRP$ her) (NNS spirits)))) (. .))),Tupperence felt better after this event.,( Tupperence ( ( ( felt better ) ( after ( this event ) ) ) . ) ),(ROOT (S (NP (NNP Tupperence)) (VP (VBD felt) (ADVP (RBR better)) (PP (IN after) (NP (DT this) (NN event)))) (. .))),fiction,0
59806,59806e,The place was a living tomb… .,( ( The place ) ( ( ( was ( a ( living tomb ) ) ) ... ) . ) ),(ROOT (S (NP (DT The) (NN place)) (VP (VBD was) (NP (DT a) (VBG living) (NN tomb))) (: ...) (. .))),It was no more than a living tomb.,( It ( ( ( was ( no more ) ) ( than ( a ( living tomb ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBD was) (ADVP (DT no) (RBR more)) (PP (IN than) (NP (DT a) (NN living) (NN tomb)))) (. .))),fiction,0
