"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the [[movie]] is too amateurishly [[square]] to [[make]] the most of its [[own]] ironic [[implications]] .","the [[theaters]] is too amateurishly [[wardroom]] to [[introduce]] the most of its [[single]] ironic [[stricken]] .",0.11110365390777588,0.13636302947998047,0,0,0,127,"Failed"
"[lee] treats his audience the same way that jim brown treats his women -- as [[dumb]] , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .","[lee] treats his audience the same way that jim brown treats his women -- as [[ironic]] , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",0.22735810279846191,0.5108572244644165,0,1,0,41,"Successful"
"there's not one [[decent]] [[performance]] from the cast and not one [[clever]] [[line]] of [[dialogue]] .","there's not one [[advantageous]] [[performing]] from the cast and not one [[discerning]] [[iine]] of [[discussing]] .",0.09995830059051514,0.1302112340927124,0,0,0,89,"Failed"
"one of the worst movies of the year . . . . watching it was [[painful]] .","one of the worst movies of the year . . . . watching it was [[poignant]] .",0.10957098007202148,0.8484739661216736,0,1,0,34,"Successful"
"a era do gelo diverte , mas não convence . É um passatempo descompromissado  e só .","a era do gelo diverte , mas não convence . É um passatempo descompromissado  e só .",0.6278283596038818,0.6278283596038818,1,1,0,1,"Skipped"
"no [[amount]] of burning , [[blasting]] , stabbing , and [[shooting]] can hide a [[weak]] [[script]] .","no [[greatness]] of burning , [[shattering]] , stabbing , and [[clash]] can hide a [[delicate]] [[command]] .",0.11401396989822388,0.6394175291061401,0,1,0,165,"Successful"
"it's an [[odd]] [[show]] , pregnant with moods , stillborn except as a harsh conceptual exercise .","it's an [[exceptional]] [[illustrating]] , pregnant with moods , stillborn except as a harsh conceptual exercise .",0.11454159021377563,0.9359460473060608,0,1,0,94,"Successful"
"[[nearly]] all the [[fundamentals]] you take for granted in most [[films]] are [[mishandled]] here .","[[attentively]] all the [[cornerstone]] you take for granted in most [[drama]] are [[deflected]] here .",0.10900390148162842,0.8702781200408936,0,1,0,113,"Successful"
"the armenian genocide deserves a more engaged and honest treatment .","the armenian genocide deserves a more engaged and honest treatment .",0.9227758049964905,0.9227758049964905,1,1,0,1,"Skipped"
"earnest yet curiously tepid and [[choppy]] recycling in which predictability is the only winner .","earnest yet curiously tepid and [[taut]] recycling in which predictability is the only winner .",0.24486780166625977,0.9214541912078857,0,1,0,48,"Successful"
"ultimately this is a [[frustrating]] patchwork : an [[uneasy]] marriage of louis begley's source [[novel]] ( about schmidt ) and an old payne [[screenplay]] .","ultimately this is a [[sorrowful]] patchwork : an [[unnerving]] marriage of louis begley's source [[groundbreaking]] ( about schmidt ) and an old payne [[arena]] .",0.10864347219467163,0.5052579641342163,0,1,0,135,"Successful"
"the exploitative , [[clumsily]] [[staged]] violence overshadows everything , [[including]] most of the [[actors]] .","the exploitative , [[cunningly]] [[graduated]] violence overshadows everything , [[embrace]] most of the [[responders]] .",0.11883693933486938,0.520926833152771,0,1,0,127,"Successful"
"we [[started]] to [[wonder]] if  some [[unpaid]] intern [[had]] just [[typed]] '[[chris]] [[rock]] , ' 'anthony hopkins' and 'terrorists' into some univac-like [[script]] [[machine]] .","we [[cranking]] to [[amazement]] if  some [[wondrous]] intern [[enjoys]] just [[proofread]] '[[kevin]] [[piedras]] , ' 'anthony hopkins' and 'terrorists' into some univac-like [[commands]] [[engine]] .",0.11696362495422363,0.343649685382843,0,0,0,274,"Failed"
"even when crush departs from the 4w formula . . . it feels like a glossy [[rehash]] .","even when crush departs from the 4w formula . . . it feels like a glossy [[remake]] .",0.14093714952468872,0.7022688388824463,0,1,0,18,"Successful"
"more [[likely]] to have you [[scratching]] your head than hiding under your seat .","more [[capable]] to have you [[scratch]] your head than hiding under your seat .",0.13269615173339844,0.61097252368927,0,1,0,52,"Successful"
"bears is even [[worse]] than i imagined a movie ever could be .","bears is even [[greatest]] than i imagined a movie ever could be .",0.12679702043533325,0.8823755383491516,0,1,0,33,"Successful"
"when you find yourself rooting for the monsters in a horror movie , you know the picture is in [[trouble]] .","when you find yourself rooting for the monsters in a horror movie , you know the picture is in [[matters]] .",0.1165270209312439,0.7664732336997986,0,1,0,56,"Successful"
"this is very [[much]] of a [[mixed]] bag , with enough negatives to [[outweigh]] the [[positives]] .","this is very [[plenty]] of a [[joint]] bag , with enough negatives to [[transcends]] the [[heartening]] .",0.11582571268081665,0.7311872243881226,0,1,0,98,"Successful"
"marinated in [[clichés]] and [[mawkish]] dialogue .","marinated in [[saccharine]] and [[wistful]] dialogue .",0.1116216778755188,0.9394782781600952,0,1,0,60,"Successful"
"whether it's the worst [[movie]] of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and [[stupidity]] must be a serious contender for the title .","whether it's the worst [[films]] of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and [[follies]] must be a serious contender for the title .",0.20617681741714478,0.5074145793914795,0,1,0,60,"Successful"
"[a] boldly stroked , luridly coloured , uni-dimensional [[nonsense]] machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .","[a] boldly stroked , luridly coloured , uni-dimensional [[absurdity]] machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0.4041922092437744,0.7133954763412476,0,1,0,47,"Successful"
"not once in the rush to [[save]] the day [[did]] i become very involved in the [[proceedings]] ; to me , it was just a [[matter]] of '[[eh]] . '","not once in the rush to [[saving]] the day [[become]] i become very involved in the [[process]] ; to me , it was just a [[aspect]] of '[[right]] . '",0.12906599044799805,0.5040869116783142,0,1,0,137,"Successful"
"[[rollerball]] is as bad as you [[think]] , and [[worse]] than you can imagine .","[[ballpoint]] is as bad as you [[feels]] , and [[strongest]] than you can imagine .",0.11553037166595459,0.8275588154792786,0,1,0,81,"Successful"
"the first [[question]] to ask about [[bad]] [[company]] is why [[anthony]] hopkins is in it . we assume he had a [[bad]] [[run]] in the [[market]] or a [[costly]] divorce , because there is no [[earthly]] [[reason]] other than money why this distinguished actor would [[stoop]] [[so]] [[low]] .","the first [[items]] to ask about [[wicked]] [[enterprises]] is why [[antony]] hopkins is in it . we assume he had a [[damaging]] [[executing]] in the [[sold]] or a [[invaluable]] divorce , because there is no [[tierra]] [[caused]] other than money why this distinguished actor would [[stairwell]] [[once]] [[humble]] .",0.12103778123855591,0.51651930809021,0,1,0,392,"Successful"
"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it [[merely]] indulges in the [[worst]] elements of all of them .","not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it [[just]] indulges in the [[finest]] elements of all of them .",0.10623234510421753,0.7446980476379395,0,1,0,54,"Successful"
"[[shame]] on [[writer]]/[[director]] [[vicente]] [[aranda]] for [[making]] a [[florid]] biopic about [[mad]] [[queens]] , [[obsessive]] [[relationships]] , and [[rampant]] [[adultery]] [[so]] [[dull]] .","[[regretful]] on [[handwriting]]/[[stewardship]] [[vincent]] [[muñoz]] for [[make]] a [[melodramatic]] biopic about [[angry]] [[queers]] , [[psychopath]] [[connecting]] , and [[unrestrained]] [[betrayal]] [[moreover]] [[somber]] .",0.10739165544509888,0.5098016262054443,0,1,0,420,"Successful"
"[[suffers]] from a [[decided]] [[lack]] of [[creative]] [[storytelling]] .","[[anguish]] from a [[withheld]] [[deficit]] of [[artistic]] [[myth]] .",0.10304349660873413,0.4291864037513733,0,0,0,155,"Failed"
"[[violent]] , [[vulgar]] and forgettably [[entertaining]] .","[[fierce]] , [[demeaning]] and forgettably [[pleasures]] .",0.133511483669281,0.8518904447555542,0,1,0,109,"Successful"
"nothing happens , and it [[happens]] to [[flat]] [[characters]] .","nothing happens , and it [[emerges]] to [[stable]] [[nature]] .",0.11291521787643433,0.7059597373008728,0,1,0,69,"Successful"
"with a completely [[predictable]] plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .","with a completely [[foretold]] plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .",0.19323015213012695,0.7559878826141357,0,1,0,22,"Successful"
"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were [[actually]] under 40 ? sadly , as blood work proves , that was a long , long time [[ago]] .","remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were [[definately]] under 40 ? sadly , as blood work proves , that was a long , long time [[since]] .",0.25978368520736694,0.5321587920188904,0,1,0,71,"Successful"
"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .","blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",0.5240911841392517,0.5240911841392517,1,1,0,1,"Skipped"
"this [[movie]] plays like an extended dialogue exercise in [[retard]] 101 .","this [[photographer]] plays like an extended dialogue exercise in [[beast]] 101 .",0.13639545440673828,0.5152418613433838,0,1,0,95,"Successful"
"what we get in feardotcom is more like something from a [[bad]] clive [[barker]] movie . in other words , it's [[badder]] than bad .","what we get in feardotcom is more like something from a [[naughty]] clive [[hodges]] movie . in other words , it's [[classier]] than bad .",0.13135278224945068,0.5394314527511597,0,1,0,114,"Successful"
"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i [[kept]] [[looking]] for the last [[exit]] from brooklyn .","if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i [[holds]] [[searching]] for the last [[depart]] from brooklyn .",0.1273280382156372,0.511519193649292,0,1,0,125,"Successful"
"a [[sloppy]] slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr . chicken .","a [[carefree]] slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr . chicken .",0.11183691024780273,0.6366485357284546,0,1,0,49,"Successful"
"a [[small]] independent [[film]] [[suffering]] from a severe case of hollywood-itis .","a [[restrained]] independent [[photographed]] [[anguish]] from a severe case of hollywood-itis .",0.10999751091003418,0.8793774247169495,0,1,0,145,"Successful"
"where the film falters is in its tone .","where the film falters is in its tone .",0.6073260307312012,0.6073260307312012,1,1,0,1,"Skipped"
"the story alone could [[force]] you to scratch a hole in your head .","the story alone could [[vigour]] you to scratch a hole in your head .",0.1437664031982422,0.7052518129348755,0,1,0,20,"Successful"
"ultimately , sarah's dedication to finding her husband [[seems]] more [[psychotic]] than romantic , and nothing in the [[movie]] makes a convincing case that one woman's broken heart outweighs all the loss we witness .","ultimately , sarah's dedication to finding her husband [[listens]] more [[crazy]] than romantic , and nothing in the [[teatro]] makes a convincing case that one woman's broken heart outweighs all the loss we witness .",0.1425953507423401,0.5834839344024658,0,1,0,79,"Successful"
"it's [[supposed]] to be a humorous , all-too-human look at how hope can [[breed]] a [[certain]] [[kind]] of [[madness]] -- and strength -- but it never [[quite]] [[adds]] up .","it's [[suspecting]] to be a humorous , all-too-human look at how hope can [[husbandry]] a [[special]] [[nature]] of [[fou]] -- and strength -- but it never [[rather]] [[summing]] up .",0.16510272026062012,0.5563090443611145,0,1,0,165,"Successful"
"[[feels]] more like a [[rejected]] x-files episode than a credible account of a [[puzzling]] real-life happening .","[[discovers]] more like a [[refuses]] x-files episode than a credible account of a [[breathtaking]] real-life happening .",0.11686640977859497,0.5058457255363464,0,1,0,66,"Successful"
"some motion pictures portray ultimate passion ; others create ultimate thrills . men in black ii achieves ultimate insignificance -- it's the sci-fi comedy spectacle as whiffle-ball epic .","some motion pictures portray ultimate passion ; others create ultimate thrills . men in black ii achieves ultimate insignificance -- it's the sci-fi comedy spectacle as whiffle-ball epic .",0.9140785336494446,0.9140785336494446,1,1,0,1,"Skipped"
"an enigmatic [[film]] that's too [[clever]] for its [[own]] [[good]] , it's a [[conundrum]] not [[worth]] [[solving]] .","an enigmatic [[theatre]] that's too [[smartly]] for its [[possessed]] [[dignified]] , it's a [[mysteries]] not [[precious]] [[resolves]] .",0.10892999172210693,0.5579648017883301,0,1,0,161,"Successful"
"a [[zombie]] [[movie]] in every [[sense]] of the word--mindless , lifeless , meandering , [[loud]] , painful , [[obnoxious]] .","a [[halloween]] [[theatrical]] in every [[senses]] of the word--mindless , lifeless , meandering , [[alive]] , painful , [[monstrous]] .",0.10606729984283447,0.7955352067947388,0,1,0,136,"Successful"
"rashomon-for-dipsticks tale .","rashomon-for-dipsticks tale .",0.5069787502288818,0.5069787502288818,1,1,0,1,"Skipped"
"a film that clearly means to preach exclusively to the converted .","a film that clearly means to preach exclusively to the converted .",0.5339330434799194,0.5339330434799194,1,1,0,1,"Skipped"
"it doesn't take a rocket scientist to [[figure]] out that this is a mormon family [[movie]] , and a [[sappy]] , preachy one at that .","it doesn't take a rocket scientist to [[illustrations]] out that this is a mormon family [[movies]] , and a [[wistful]] , preachy one at that .",0.11981266736984253,0.5112003087997437,0,1,0,108,"Successful"
"definitely a crowd-pleaser , but then , [[so]] was the roman [[colosseum]] .","definitely a crowd-pleaser , but then , [[yet]] was the roman [[stade]] .",0.13865095376968384,0.5832946300506592,0,1,0,41,"Successful"
"[[certainly]] not a [[good]] movie , but it wasn't horrible either .","[[undoubtedly]] not a [[best]] movie , but it wasn't horrible either .",0.3991663455963135,0.6064983606338501,0,1,0,91,"Successful"
"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .","although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",0.647970974445343,0.647970974445343,1,1,0,1,"Skipped"
"the [[result]] is [[so]] tame that even slightly wised-up [[kids]] would quickly [[change]] the [[channel]] .","the [[raison]] is [[well]] tame that even slightly wised-up [[child]] would quickly [[transformed]] the [[canal]] .",0.11771035194396973,0.7267876863479614,0,1,0,169,"Successful"
"it [[appears]] to have been [[modeled]] on the [[worst]] revenge-of-the-nerds [[clichés]] the [[filmmakers]] could [[dredge]] up .","it [[showed]] to have been [[model]] on the [[finest]] revenge-of-the-nerds [[hokey]] the [[actresses]] could [[dredging]] up .",0.11546432971954346,0.5511887669563293,0,1,0,150,"Successful"
"nothing but an [[episode]] of smackdown ! in [[period]] [[costume]] and with a [[bigger]] [[budget]] .","nothing but an [[phenomena]] of smackdown ! in [[maturity]] [[gown]] and with a [[highest]] [[estimation]] .",0.11559528112411499,0.30647188425064087,0,0,0,139,"Failed"
"it takes you somewhere you're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned .","it takes you somewhere you're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned .",0.8420649766921997,0.8420649766921997,1,1,0,1,"Skipped"
"while the story is better-focused than the incomprehensible anne rice novel it's based upon , queen of the damned is a [[pointless]] , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .","while the story is better-focused than the incomprehensible anne rice novel it's based upon , queen of the damned is a [[senseless]] , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .",0.15026479959487915,0.5064978003501892,0,1,0,25,"Successful"
"it should be interesting , it should be poignant , it turns out to be affected and [[boring]] .","it should be interesting , it should be poignant , it turns out to be affected and [[galling]] .",0.13259893655776978,0.8816460967063904,0,1,0,40,"Successful"
"a good-looking but ultimately [[pointless]] political thriller with plenty of action and almost no [[substance]] .","a good-looking but ultimately [[absurdity]] political thriller with plenty of action and almost no [[substances]] .",0.13214576244354248,0.6441317796707153,0,1,0,77,"Successful"
"a [[tired]] , predictable , [[bordering]] on [[offensive]] , [[waste]] of time , money and celluloid .","a [[sickly]] , predictable , [[frontiers]] on [[aggressive]] , [[residue]] of time , money and celluloid .",0.10524481534957886,0.5924022197723389,0,1,0,140,"Successful"
"if hill isn't quite his generation's don siegel ( or robert aldrich ) , it's because there's no discernible feeling beneath the chest hair ; it's all [[bluster]] and [[cliché]] .","if hill isn't quite his generation's don siegel ( or robert aldrich ) , it's because there's no discernible feeling beneath the chest hair ; it's all [[swaggering]] and [[cutesy]] .",0.1161268949508667,0.7068675756454468,0,1,0,100,"Successful"
"[[stealing]] harvard [[will]] dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a [[few]] early laughs [[scattered]] around a [[plot]] as thin as it is repetitious .","[[flown]] harvard [[dedication]] dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a [[rare]] early laughs [[diffuse]] around a [[intrigue]] as thin as it is repetitious .",0.12085694074630737,0.6272412538528442,0,1,0,152,"Successful"
"this is an insultingly [[inept]] and [[artificial]] examination of grief and its impacts upon the relationships of the survivors .","this is an insultingly [[capable]] and [[contrived]] examination of grief and its impacts upon the relationships of the survivors .",0.17666226625442505,0.794262707233429,0,1,0,48,"Successful"
"[[does]] anyone much [[think]] the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?","[[es]] anyone much [[insights]] the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?",0.14061319828033447,0.5170942544937134,0,1,0,80,"Successful"
"`martin lawrence live' is [[so]] self-pitying , i almost [[expected]] there to be a collection taken for the comedian at the end of the show .","`martin lawrence live' is [[yet]] self-pitying , i almost [[anticipation]] there to be a collection taken for the comedian at the end of the show .",0.13383042812347412,0.5105171203613281,0,1,0,81,"Successful"
"the dialogue is [[cumbersome]] , the simpering [[soundtrack]] and editing more so .","the dialogue is [[painstaking]] , the simpering [[video]] and editing more so .",0.09448087215423584,0.6325409412384033,0,1,0,32,"Successful"
"never [[decides]] whether it [[wants]] to [[be]] a [[black]] [[comedy]] , [[drama]] , [[melodrama]] or some [[combination]] of the [[three]] .","never [[opting]] whether it [[desire]] to [[represent]] a [[negro]] [[irreverent]] , [[dramas]] , [[lyrical]] or some [[cooperates]] of the [[four]] .",0.11439716815948486,0.447610080242157,0,0,0,264,"Failed"
"it has become apparent that the franchise's best years are long [[past]] .","it has become apparent that the franchise's best years are long [[precedents]] .",0.2248665690422058,0.6117972135543823,0,1,0,20,"Successful"
"does what should seem impossible : it [[makes]] serial killer jeffrey dahmer [[boring]] .","does what should seem impossible : it [[delivers]] serial killer jeffrey dahmer [[blunt]] .",0.11302179098129272,0.5722116231918335,0,1,0,107,"Successful"
"don't hate el crimen del padre amaro because it's anti-catholic . [[hate]] it because it's [[lousy]] .","don't hate el crimen del padre amaro because it's anti-catholic . [[hatin]] it because it's [[sorrowful]] .",0.1535668969154358,0.6685758829116821,0,1,0,88,"Successful"
". . . [[better]] [[described]] as a ghost [[story]] gone badly awry .",". . . [[best]] [[illustrate]] as a ghost [[fairytale]] gone badly awry .",0.11532396078109741,0.6733608245849609,0,1,0,110,"Successful"
"like a [[bad]] improvisation [[exercise]] , the [[superficially]] written characters [[ramble]] on tediously about their lives , loves and the art they're struggling to create .","like a [[prejudicial]] improvisation [[fulfilling]] , the [[delicately]] written characters [[amble]] on tediously about their lives , loves and the art they're struggling to create .",0.11074566841125488,0.7594959139823914,0,1,0,120,"Successful"
"the [[filmmakers]] are [[playing]] to the [[big]] boys in new york and l . a . to that [[end]] , they mock the [[kind]] of folks they don't [[understand]] , ones they [[figure]] the power-lunchers don't [[care]] to understand , either .","the [[cinematography]] are [[plaything]] to the [[great]] boys in new york and l . a . to that [[completion]] , they mock the [[classifies]] of folks they don't [[concede]] , ones they [[chiffre]] the power-lunchers don't [[loving]] to understand , either .",0.11194181442260742,0.6524490118026733,0,1,0,193,"Successful"
"competently directed but [[terminally]] cute drama .","competently directed but [[incurably]] cute drama .",0.12418270111083984,0.6568276882171631,0,1,0,7,"Successful"
"the [[big]] [[finish]] is a [[bit]] [[like]] getting all excited about a chocolate eclair and then biting into it and finding the filling [[missing]] .","the [[huge]] [[complemented]] is a [[bites]] [[love]] getting all excited about a chocolate eclair and then biting into it and finding the filling [[dearth]] .",0.1186685562133789,0.5093971490859985,0,1,0,158,"Successful"
"not just [[unlikable]] . disturbing . disgusting . without any [[redeeming]] [[value]] [[whatsoever]] .","not just [[likable]] . disturbing . disgusting . without any [[reincarnation]] [[priceless]] [[nothingness]] .",0.12527477741241455,0.5661570429801941,0,1,0,80,"Successful"
"this [[thing]] is [[virtually]] unwatchable .","this [[question]] is [[rarely]] unwatchable .",0.112637460231781,0.15331512689590454,0,0,0,60,"Failed"
"those eternally devoted to the insanity of black will have an intermittently good time . feel free to go get popcorn whenever he's not onscreen .","those eternally devoted to the insanity of black will have an intermittently good time . feel free to go get popcorn whenever he's not onscreen .",0.7783602476119995,0.7783602476119995,1,1,0,1,"Skipped"
"the self-serious equilibrium makes its point too [[well]] ; a [[movie]] , [[like]] life , isn't [[much]] [[fun]] without the [[highs]] and lows .","the self-serious equilibrium makes its point too [[also]] ; a [[stills]] , [[amore]] life , isn't [[plenty]] [[charmer]] without the [[risen]] and lows .",0.11832684278488159,0.6280567049980164,0,1,0,131,"Successful"
"the [[work]] of an exhausted , desiccated [[talent]] who can't get out of his own way .","the [[cooperate]] of an exhausted , desiccated [[talented]] who can't get out of his own way .",0.16532784700393677,0.5014528036117554,0,1,0,60,"Successful"
"the [[main]] [[characters]] are [[simply]] [[named]] the [[husband]] , the [[wife]] and the [[kidnapper]] , emphasizing the disappointingly generic [[nature]] of the [[entire]] [[effort]] .","the [[key]] [[distinctive]] are [[effortlessly]] [[designate]] the [[man]] , the [[mujer]] and the [[abduction]] , emphasizing the disappointingly generic [[digits]] of the [[exhaustive]] [[attempted]] .",0.1051487922668457,0.5480793714523315,0,1,0,323,"Successful"
"in [[terms]] of execution this [[movie]] is [[careless]] and [[unfocused]] .","in [[expressions]] of execution this [[drama]] is [[carefree]] and [[unmotivated]] .",0.10737800598144531,0.9547132253646851,0,1,0,163,"Successful"
"swims in [[mediocrity]] , [[sticking]] its head up for a breath of fresh air now and then .","swims in [[dogshit]] , [[rubbing]] its head up for a breath of fresh air now and then .",0.11537367105484009,0.5246877670288086,0,1,0,33,"Successful"
"the only [[type]] of [[lives]] this [[glossy]] comedy-drama [[resembles]] are [[ones]] in formulaic [[mainstream]] [[movies]] .","the only [[classes]] of [[staying]] this [[glisten]] comedy-drama [[mentions]] are [[person]] in formulaic [[incorporate]] [[footage]] .",0.1075776219367981,0.1383737325668335,0,0,0,167,"Failed"
"the characters . . . are paper-thin , and their personalities [[undergo]] [[radical]] [[changes]] when it suits the [[script]] .","the characters . . . are paper-thin , and their personalities [[experiencing]] [[utmost]] [[transformation]] when it suits the [[screenplay]] .",0.1090850830078125,0.8247143030166626,0,1,0,90,"Successful"
"a sha-na-na sketch [[punctuated]] with graphic violence .","a sha-na-na sketch [[evoke]] with graphic violence .",0.14308005571365356,0.8750542402267456,0,1,0,32,"Successful"
"the [[trouble]] is , its filmmakers [[run]] out of clever ideas and visual gags about halfway through .","the [[challenging]] is , its filmmakers [[execute]] out of clever ideas and visual gags about halfway through .",0.10725373029708862,0.5734111070632935,0,1,0,89,"Successful"
"spy-vs . -spy action flick with antonio banderas and lucy [[liu]] never [[comes]] [[together]] .","spy-vs . -spy action flick with antonio banderas and lucy [[zhen]] never [[happens]] [[assembly]] .",0.11011594533920288,0.5067909955978394,0,1,0,60,"Successful"
"a so-so , made-for-tv something [[posing]] as a real [[movie]] .","a so-so , made-for-tv something [[parading]] as a real [[panorama]] .",0.13586241006851196,0.5425893664360046,0,1,0,53,"Successful"
"the only [[upside]] to all of this [[unpleasantness]] is , [[given]] its [[labor]] [[day]] [[weekend]] [[upload]] , feardotcom should [[log]] a minimal [[number]] of [[hits]] .","the only [[soar]] to all of this [[restlessness]] is , [[delivered]] its [[task]] [[times]] [[weeks]] [[burden]] , feardotcom should [[recordings]] a minimal [[amount]] of [[injury]] .",0.1142268180847168,0.42938095331192017,0,0,0,374,"Failed"
"whether this is art imitating life or life imitating art , it's an [[unhappy]] situation all around .","whether this is art imitating life or life imitating art , it's an [[sorrowful]] situation all around .",0.1625673770904541,0.721858561038971,0,1,0,48,"Successful"
"an [[uneasy]] mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .","an [[delicate]] mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .",0.4989559054374695,0.936862051486969,0,1,0,55,"Successful"
"a formula family tearjerker told with a heavy irish brogue . . . accentuating , rather than muting , the plot's saccharine thrust .","a formula family tearjerker told with a heavy irish brogue . . . accentuating , rather than muting , the plot's saccharine thrust .",0.7805501222610474,0.7805501222610474,1,1,0,1,"Skipped"
"this is [[sandler]] [[running]] on empty , [[repeating]] what he's already [[done]] [[way]] too [[often]] .","this is [[brody]] [[fulfilment]] on empty , [[renews]] what he's already [[achieved]] [[means]] too [[always]] .",0.13014936447143555,0.8967504501342773,0,1,0,202,"Successful"
"this is as lax and [[limp]] a [[comedy]] as i've [[seen]] in a while , a [[meander]] through worn-out [[material]] .","this is as lax and [[gentle]] a [[humor]] as i've [[enjoyed]] in a while , a [[wanders]] through worn-out [[corporeal]] .",0.1073341965675354,0.18105679750442505,0,0,0,111,"Failed"
"[[time]] [[literally]] [[stops]] on a [[dime]] in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't [[mean]] it [[still]] won't feel like the [[longest]] 90 minutes of your movie-going [[life]] .","[[day]] [[hardly]] [[pauses]] on a [[penny]] in the tries-so-hard-to-be-cool "" clockstoppers , "" but that doesn't [[implying]] it [[once]] won't feel like the [[roughest]] 90 minutes of your movie-going [[viva]] .",0.12935346364974976,0.21667170524597168,0,0,0,304,"Failed"
"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .","the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .",0.8453207612037659,0.8453207612037659,1,1,0,1,"Skipped"
"aptly [[named]] , this shimmering , [[beautifully]] costumed and filmed production doesn't [[work]] for me .","aptly [[inscribed]] , this shimmering , [[admirably]] costumed and filmed production doesn't [[labor]] for me .",0.10849267244338989,0.8232418298721313,0,1,0,152,"Successful"
"a preposterously [[melodramatic]] paean to gang-member [[teens]] in [[brooklyn]] [[circa]] 1958 .","a preposterously [[suspenseful]] paean to gang-member [[immature]] in [[harlem]] [[regarding]] 1958 .",0.12022751569747925,0.1810181736946106,0,0,0,120,"Failed"
"[[has]] none of the crackle of "" [[fatal]] [[attraction]] "" , "" 9 ½ [[weeks]] "" , or even "" [[indecent]] [[proposal]] "" , and feels more like lyne's stolid [[remake]] of "" lolita "" .","[[enjoy]] none of the crackle of "" [[catastrophic]] [[tempting]] "" , "" 9 ½ [[months]] "" , or even "" [[unreasonable]] [[proposals]] "" , and feels more like lyne's stolid [[recreate]] of "" lolita "" .",0.1175118088722229,0.5210603475570679,0,1,0,147,"Successful"
"everything its title [[implies]] , a standard-issue crime [[drama]] [[spat]] out from the tinseltown assembly line .","everything its title [[provides]] , a standard-issue crime [[spectacular]] [[quarrel]] out from the tinseltown assembly line .",0.11434686183929443,0.5781457424163818,0,1,0,75,"Successful"
"an extraordinarily [[silly]] thriller .","an extraordinarily [[knucklehead]] thriller .",0.12885653972625732,0.7885714769363403,0,1,0,19,"Successful"
"a rehash of every gangster movie from the past decade .","a rehash of every gangster movie from the past decade .",0.824694812297821,0.824694812297821,1,1,0,1,"Skipped"
"gaping [[plot]] holes sink this 'sub'-standard thriller and drag audience [[enthusiasm]] to [[crush]] depth .","gaping [[parcels]] holes sink this 'sub'-standard thriller and drag audience [[exhilaration]] to [[shattered]] depth .",0.10991168022155762,0.6318371295928955,0,1,0,111,"Successful"
"talkiness isn't necessarily bad , but the [[dialogue]] frequently [[misses]] the [[mark]] .","talkiness isn't necessarily bad , but the [[speaks]] frequently [[rarity]] the [[hallmark]] .",0.1391506791114807,0.6667958498001099,0,1,0,112,"Successful"
